timestamp	step	acc
1644420777053	0	0.9057999849319458
1644420792335	1	0.958216667175293
1644420807651	2	0.9687666893005371
1644420822917	3	0.9744666814804077
1644420838509	4	0.9784166812896729
1644420853730	5	0.9807833433151245
1644420868956	6	0.9832166433334351
1644420884120	7	0.9850666522979736
1644420899286	8	0.986299991607666
1644420914563	9	0.987333357334137
