timestamp	step	loss
1644420777053	0	0.31751683354377747
1644420792333	1	0.13716436922550201
1644420807651	2	0.10073817521333694
1644420822916	3	0.08041181415319443
1644420838508	4	0.06923055648803711
1644420853729	5	0.06052691489458084
1644420868955	6	0.052342381328344345
1644420884120	7	0.0476616807281971
1644420899285	8	0.04123862460255623
1644420914562	9	0.03911537304520607
